nama wisata,alamat,kabupaten,provinsi,harga_rp,kategori_harga,url_harga
Tinambung Highland,"JJQQ+688, Bissoloro, Kec. Bungaya, Kabupaten Gowa, Sulawesi Selatan 92176, Indonesia",Kabupaten Gowa,Sulawesi Selatan,25000.0,Mahal,https://makassar.tribunnews.com/2020/07/13/3-spot-menarik-menikmati-puncak-tinambung-di-gowa-hutan-pinus-hingga-air-terjun
Museum Pinawetengan,"Jalan Raya Langowan - Ratahan No.Utara, Pinabetengan Utara, Kec. Tompaso Barat, Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,12000.0,Sedang,https://id.wikipedia.org/wiki/Museum_Anti_Narkoba
Torosiaje,"FCFQ+Q78, Torosiaje, Kabupaten Pohuwato, Gorontalo, Indonesia",Kabupaten Pohuwato,Gorontalo,0.0,Gratis,-
Air Terjun Kandawu Ndawuna,"Waondo Wolio, Kec. Kapontori, Kabupaten Buton, Sulawesi Tenggara 93755, Indonesia",Kabupaten Buton,Sulawesi Tenggara,5000.0,Murah,https://jadesta.kemenpar.go.id/atraksi/air_terjun_kandawundawuna
D'Marantale,"93J6+3X, Marantale, Kec. Siniu, Kabupaten Parigi Moutong, Sulawesi Tengah, Indonesia",Kabupaten Parigi Moutong,Sulawesi Tengah,2500.0,Murah,https://travel.tribunnews.com/2020/08/01/harga-tiket-masuk-pantai-madasari-pangandaran-tempat-asyik-untuk-liburan-akhir-pekan
Air Terjun Sarambu Salu,"Lembang Salu, Salu, Kec. Sopai, Kabupaten Toraja Utara, Sulawesi Selatan 91862, Indonesia",Kabupaten Toraja Utara,Sulawesi Selatan,10000.0,Sedang,https://wisata.app/diary/56097
Objek Wisata Galugu Dua Sa'dan Sangkombong,"4W7R+3Q7, Sa'dan Matalo",Kabupaten Toraja Utara,Sulawesi Selatan,95000.0,Mahal,https://travel.kompas.com/read/2025/02/01/050600027/daya-tarik-lokasi-dan-harga-tiket-enchanting-valley-by-taman-safari
Taman Kota Buol,"5C96+MHQ, Leok II, Kec. Biau, Kabupaten Buol, Sulawesi Tengah 94563, Indonesia",Kabupaten Buol,Sulawesi Tengah,-,-,-
Pantai Kuri Indah,"Pantai Kuri Indah, Jl. Kuri Lompo, Nisombalia, Kec. Marusu, Kabupaten Maros, Sulawesi Selatan 90552, Indonesia",Kabupaten Maros,Sulawesi Selatan,10000.0,Sedang,https://www.pesisir.net/pantai-kuri-indah
Air Terjun Merdeka,"VM3C+Q8C, Pucak, Kec. Tompobulu, Kabupaten Maros, Sulawesi Selatan 90561, Indonesia",Kabupaten Maros,Sulawesi Selatan,5000.0,Murah,https://superapps.kompas.com/read/4282708/6-tempat-wisata-di-maros-sulawesi-selatan-ada-taman-nasional-yang-disebut-kerajaan-kupu-kupu
Taman Motika,"MG4V+8FC, Mandati III, Pulau Wangiwangi, Kabupaten Wakatobi, Sulawesi Tenggara 93795, Indonesia",Kabupaten Wakatobi,Sulawesi Tenggara,16000.0,Sedang,https://www.ketiknews.id/pariwisata/30111021736/destinasi-wisata-eksotis-pantai-bama-daya-tarik-harga-tiket-dan-informasi-lainnya
Puncak Kayangan 1 Sombori,"P9GW+CGF, Matarape, Menui Kepulauan, Kabupaten Morowali, Sulawesi Tengah 94975, Indonesia",Kabupaten Morowali,Sulawesi Tengah,0,Gratis,https://www.tempatwisata.pro/pulau/Pulau-Sombori
Tanjung biru,"Tanjung biru, Tj. Merdeka, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90225, Indonesia",Kota Makassar,Sulawesi Selatan,10000.0,Sedang,https://jejakpiknik.com/pantai-akkarena/
Wisata Kebun Jati Gelebug Chandra,"Unnamed Road, HX47+PJ4, Mopugad Sel., Kec. Dumoga Utara, Kabupaten Bolaang Mongondow, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow,Sulawesi Utara,29000.0,Mahal,https://travel.tribunnews.com/2025/07/22/10-tempat-wisata-terbaik-di-bolaang-mongondow-timur-sulawesi-utara-danau-mooat-hingga-pantai-abadi
Air TERJUN NANGA NANGA,"WHV7+734, Anduonohu, Kec. Poasia, Kota Kendari, Sulawesi Tenggara 93234, Indonesia",Kota Kendari,Sulawesi Tenggara,0.0,Gratis,-
Water Sport Objek Wisata Pantai Molotabu,"Molotabu, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo, Indonesia",Kabupaten Bone Bolango,Gorontalo,-,-,-
Kawasan Wisata LEANG LONDRONG,"4JPJ+8C6, Panaikang, Kec. Minasatene, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90619, Indonesia",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,0.0,Gratis,https://www.detik.com/sulsel/wisata/d-6447974/11-objek-wisata-pangkep-yang-cocok-untuk-mengisi-liburan
Pantai Wisata Moian,"Pantai Wisata Moian, Palapi, Taopa, Parigi Moutong Regency, Central Sulawesi, Indonesia",Kabupaten Parigi Moutong,Sulawesi Tengah,20000.0,Mahal,https://www.celebes.co/tempat-wisata-parigi-moutong
Tumpaan Park,"6JV7+W6Q, Tumpaan Satu, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,39000,Mahal,https://travelandword.com/tropikana-waterpark-tangerang/
Pantai Pulau Kondo,"8F4R+PQ3, Ranokomea, Kec. Poleang Bar., Kabupaten Bombana, Sulawesi Tenggara 93772, Indonesia",Kabupaten Bombana,Sulawesi Tenggara,-,-,-
Batu Ejayya,"FV37+3V8, Bonto Jaya, Kec. Bissappu, Kabupaten Bantaeng, Sulawesi Selatan 92371, Indonesia",Kabupaten Bantaeng,Sulawesi Selatan,0.0,Gratis,-
Jembatan Muara Sungai Palopo,"Jalan lingkar jembatan muara sungai, 258W+XC5, Sabbamparu, Kota Palopo, Sulawesi Selatan, Indonesia",Kota Palopo,Sulawesi Selatan,10000,Sedang,https://www.orami.co.id/magazine/wisata-palopo
Pantai Lolak,"Pantai Lolak, Lolak, Kec. Lolak, Kabupaten Bolaang Mongondow, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow,Sulawesi Utara,5000.0,Murah,https://travel.tribunnews.com/destinasi/141107/jam-buka-tiket-masuk-pantai-modisi-di-bolaang-mongondow-selatan-sulawesi-utara
RAQa River Camp,"6W4R+3X, Bale, Kec. Tanantovea, Kabupaten Donggala, Sulawesi Tengah, Indonesia",Kabupaten Donggala,Sulawesi Tengah,10000.0,Sedang,https://www.kompas.tv/regional/615961/raqa-river-camp-wisata-alam-donggala-dengan-konsep-berkemah-di-tepi-sungai-sapa-pagi
Air Terjun Simoko,"G2R7+XC3, Campaga, Kec. Tompobulu, Kabupaten Bantaeng, Sulawesi Selatan 92461, Indonesia",Kabupaten Bantaeng,Sulawesi Selatan,2000.0,Murah,https://www.gotravelly.com/blog/10-tempat-wisata-di-bantaeng-sulawesi-selatan/
Air Terjun Dendengan,"XP6J+48X, Koyoan, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94711, Indonesia",Kabupaten Banggai,Sulawesi Tengah,29000,Mahal,https://travel.tribunnews.com/destinasi/141157/daya-tarik-harga-tiket-masuk-air-terjun-veranomata-di-morowali-sulawesi-tengah
Pulau Karampuang,"Pulau Karampuang, Unnamed Road, Karampuang, Kec. Mamuju, Kabupaten Mamuju, Sulawesi Barat 91515, Indonesia",Kabupaten Mamuju,Sulawesi Barat,0.0,Gratis,-
Black Sand Beach(pantai pasir hitam),"JX4F+8WV, Jl. Poros Pasarwajo, Wolowa Baru, Kec. Wolowa, Kabupaten Buton, Sulawesi Tenggara, Indonesia",Kabupaten Buton,Sulawesi Tenggara,10000.0,Sedang,https://www.celebes.co/pantai-pasir-hitam-buton
Pantai Baluno,"MR6W+QJC, Pundau, Kec. Sendana, Kabupaten Majene, Sulawesi Barat 91452, Indonesia",Kabupaten Majene,Sulawesi Barat,5000.0,Murah,https://sulbar.tribunnews.com/2025/06/22/bukan-hanya-dato-ini-3-tempat-wisata-di-kabupaten-majene-murah-mudah-diakses
Bundaran Bahomohoni,"GWFJ+XPV, Bahomohoni",Kabupaten Morowali,Sulawesi Tengah,0.0,Gratis,https://travel.detik.com/domestic-destination/d-7488595/8-tempat-wisata-yang-promo-17-agustus-2024-ada-dufan-tmii
Ujung Tape,"Langnga, Kec. Mattiro Sompe, Kabupaten Pinrang, Sulawesi Selatan 91261, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,5000.0,Murah,https://www.detik.com/sulsel/wisata/d-6896501/25-rekomendasi-objek-wisata-di-kabupaten-pinrang-untuk-liburan
Taman Puspa Pesona,"FQPP+XRM, Harapan, Kec. Tanete Riaja, Kabupaten Barru, Sulawesi Selatan 90862, Indonesia",Kabupaten Barru,Sulawesi Selatan,10000.0,Sedang,https://renangloka.com/pool/taman-puspa-pesona/
Liawan,"V85F+CX2, Tadisi, Kec. Sumarorong, Kabupaten Mamasa, Sulawesi Barat 91361, Indonesia",Kabupaten Mamasa,Sulawesi Barat,10000.0,Sedang,https://travel.detik.com/domestic-destination/d-5292845/air-terjun-sarambu-liawan-yang-selalu-menawan
Permandian Wakantee,"Lawa, 4GPW+V9X, Latugho, Muna Barat, Kabupaten Muna, Sulawesi Tenggara 93652, Indonesia",Kabupaten Muna,Sulawesi Tenggara,0.0,Gratis,https://www.acc.co.id/info-terkini/7-wisata-bahari-di-sulawesi-tenggara-surganya-keindahan-laut
Air Terjun Kamumu,"5V39+5G, Kamumu, Kec. Luwuk Utara, Kabupaten Banggai, Sulawesi Tengah, Indonesia",Kabupaten Banggai,Sulawesi Tengah,5000.0,Murah,https://kombi.id/read/2026/03/03/air-terjun-kamumu-air-terjun-bertinkgat-nan-indah-di-tengah-hutan-luwuk-banggai/
MONUMEN LAPRIS,"Bulukunyi, Kec. Polombangkeng Sel., Kabupaten Takalar, Sulawesi Selatan 92252, Indonesia",Kabupaten Takalar,Sulawesi Selatan,0.0,Gratis,-
MANGROVE SALUBIRO KAROSSA,"49H2+7JF, Lara, Kec. Karossa, Kabupaten Mamuju Tengah, Sulawesi Barat 91563, Indonesia",Kabupaten Mamuju Tengah,Sulawesi Barat,5000.0,Murah,https://kataomed.com/hutan/daftar-hutan-mangrove-di-sulawesi
Taman Margasatwa Tandurusa,"F646+2Q9, Tandurusa, Aertembaga, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara,5000.0,Murah,https://atourin.com/destination/bitung/taman-margasatwa-tandurusa
Masjid Tua Jara'e,"Allakuang, Maritengngae, 2QGW+WVM, Allakuang, Sidenreng Rapang, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91611, Indonesia",Kabupaten Sidenreng Rappang,Sulawesi Selatan,15000.0,Sedang,https://www.detik.com/sulsel/wisata/d-6641445/mengenal-masjid-tua-jerrae-sidrap-jejak-islam-di-tanah-nene-mallomo
Pantai Bulo Rerer,"Pantai Bulo Rerer, Makalisung, Kombi, Minahasa Regency, North Sulawesi, Indonesia",Kabupaten Minahasa,Sulawesi Utara,0.0,Gratis,https://travel.tribunnews.com/2021/12/23/5-pantai-terbaik-di-malang-untuk-liburan-akhir-tahun-lengkap-dengan-harga-tiket-masuk
Puncak Bulusaraung,"3PCX+88P, Baru, Balocci, Pangkajene and Islands Regency, South Sulawesi 90661, Indonesia",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,8000.0,Murah,https://getlost.id/2022/12/20/menggapai-puncak-bulusaraung-gunung-favorit-pendaki-di-sulawesi-selatan/
WATERPARK AMANAH TANI,"Sumberdadi, Kec. Tana Lili, Kabupaten Luwu Utara, Sulawesi Selatan 91966, Indonesia",Kabupaten Luwu Utara,Sulawesi Selatan,-,-,-
Pantai Pasir Putih,"Pantai Pasir Putih, Pasir Putih, Kec. Sangtombolang, Kabupaten Bolaang Mongondow, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow,Sulawesi Utara,5000.0,Murah,https://travel.tribunnews.com/2016/11/08/pantai-tanjung-bira-menjejak-di-pantai-pasir-putih-ujung-sulawesi-lihat-keunikan-lainnya
Air Terjun Cinta,"PP2W+8CG, Tamalatea, Kec. Manuju, Kabupaten Gowa, Sulawesi Selatan 92173, Indonesia",Kabupaten Gowa,Sulawesi Selatan,10000.0,Sedang,https://www.celebes.co/air-terjun-cinta
Pemandian Air Panas Rantekatoan,"29V8+R9V, Osango, Kec. Mamasa, Kabupaten Mamasa, Sulawesi Barat 91365, Indonesia",Kabupaten Mamasa,Sulawesi Barat,10000.0,Sedang,https://kta.okbank.co.id/id/blog/article/liburan-sehat-manfaat-dan-7-rekomendasi-pemandian-air-panas-di-indonesia
OBJEB WISATA PANTAI SALUKAILI,"Jl. Poros Majene - Mamuju, Baras, Kec. Baras, Kab. Pasangkayu, Sulawesi Barat 91572, Indonesia",Kabupaten Mamuju,Sulawesi Barat,0.0,Gratis,https://www.detik.com/sulsel/wisata/d-6263391/9-wisata-di-sulawesi-barat-alam-bawah-laut-hingga-negeri-di-atas-awan
Mangrove Park Tiwoho,"HRVQ+42H, Tiwoho, Wori, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",Kabupaten Minahasa Utara,Sulawesi Utara,5000.0,Murah,https://www.detik.com/sulsel/wisata/d-6261493/taman-nasional-bunaken-pesona-bawah-laut-di-utara-sulawesi-yang-memukau
Camping ground kendari,"XH2G+JMW, Mokoau, Kec. Kambu, Kota Kendari, Sulawesi Tenggara 93231, Indonesia",Kota Kendari,Sulawesi Tenggara,10000.0,Sedang,https://lipsus.kompas.com/elnino/read/2022/12/23/183547878/kebun-raya-kendari-daya-tarik-harga-tiket-jam-buka-dan-rute
Wisata Banua Pangka Wotu,"9QJV+93J, Bawalipu, Kafhdhfjbupaten, Kec. Wotu, Kabupaten Luwu Timur, Sulawesi Selatan, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,0.0,Gratis,-
Bendungan Bantimurung Bone-Bone Luwu utara,"CG8H+GV9, Bantimurung, Kec. Bone-Bone, Kabupaten Luwu Utara, Sulawesi Selatan 91966, Indonesia",Kabupaten Luwu Utara,Sulawesi Selatan,0.0,Gratis,https://www.detik.com/sulsel/wisata/d-6908956/19-rekomendasi-tempat-wisata-di-luwu-utara-yang-menarik-dikunjungi
Bukit Bumi Cerah,"J443+3Q, Bulotalangi, Kec. Bulango Tim., Kabupaten Bone Bolango, Gorontalo, Indonesia",Kabupaten Bone Bolango,Gorontalo,5000.0,Murah,https://www.detik.com/sulsel/wisata/d-6872903/wisata-bumi-cerah-bone-bolango-keindahan-panorama-alam-dari-atas-bukit
Pantai Marboro,"P72G+M58, Mawasangka, Kec. Mawasangka, Kabupaten Buton, Sulawesi Tenggara, Indonesia",Kabupaten Buton,Sulawesi Tenggara,3000.0,Murah,https://idfirms.com/sulawesi-tenggara/pantai-marboro-917148
Air Terjun Danggang,"JPPV+Q99, Sapaya, Kec. Bungaya, Kabupaten Gowa, Sulawesi Selatan 92176, Indonesia",Kabupaten Gowa,Sulawesi Selatan,0.0,Gratis,https://travel.detik.com/domestic-destination/d-7465518/15-tempat-pariwisata-gowa-daya-tarik-lokasi-harga-tiket
Cagar Alam Karaengta Maros,"XP2P+3RW, Jl. Poros Maros - Soppeng, Samangki, Kec. Simbang, Kabupaten Maros, Sulawesi Selatan 90561, Indonesia",Kabupaten Maros,Sulawesi Selatan,10000.0,Sedang,https://celebesmedia.id/citizen/artikel/1011020822/7-rekomendasi-wisata-alam-menakjubkan-di-makassar
Pantai Labobo,"Pantai Labobo, Balobone, Kec. Mawasangka, Kabupaten Buton, Sulawesi Tenggara 93762, Indonesia",Kabupaten Buton,Sulawesi Tenggara,5000.0,Murah,https://travels.id/pesona-pasir-putih-pantai-labobo-sebuah-permata-terlupa-di-buton-tengah/
Bukit Indah Camp,"QH5R+84W, Bontoparang, Kec. Parangloe, Kabupaten Gowa, Sulawesi Selatan 92173, Indonesia",Kabupaten Gowa,Sulawesi Selatan,0.0,Gratis,https://travel.detik.com/domestic-destination/d-7465518/15-tempat-pariwisata-gowa-daya-tarik-lokasi-harga-tiket
Gelora Permata Hijau Waetuwo,"Cirowali, Wae Tuwo, Kec. Tana Sitolo, Kabupaten Wajo, Sulawesi Selatan 90951, Indonesia",Kabupaten Wajo,Sulawesi Selatan,10000.0,Sedang,https://www.detik.com/sulsel/wisata/d-6896112/16-tempat-wisata-di-kabupaten-wajo-yang-wajib-di-kunjungi
Kampoeng Mangrove Ra'ra,"9VR8+89C, Kabupaten Jeneponto",Kabupaten Jeneponto,Sulawesi Selatan,2000.0,Murah,https://www.celebes.co/kampoeng-mangrove-rara-jeneponto
Air Terjun Kogawuna,"HMG8+QGX, Lakologou, Kec. Kokalukuna, Kota Bau-Bau, Sulawesi Tenggara 93758, Indonesia",Kota Bau-Bau,Sulawesi Tenggara,5000.0,Murah,https://www.celebes.co/air-terjun-kogawuna-baubau
Muara Maros Baru,"XGX3+V46, Bori Masunggu",Kabupaten Maros,Sulawesi Selatan,35000.0,Mahal,https://www.matamaros.com/2025/08/10/harga-tiket-wisata-bantimurung-naik/
Kamali Boneaka,"CF8X+W95, Jalan Abdul Azis, Dodung, Kec. Banggai, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",Kabupaten Banggai,Sulawesi Tengah,5000.0,Murah,https://video.tribunnews.com/travel/292823/harga-tiket-masuk-destinasi-wisata-instagramable-di-yogyakarta-ada-yang-bayar-seikhlasnya
Bendungan Bettu,"G44F+JV4, Bontoraja, Kabupaten Bulukumba",Kabupaten Bulukumba,Sulawesi Selatan,5000.0,Murah,https://www.detik.com/sulsel/wisata/d-6312883/11-tempat-wisata-di-bulukumba-suguhan-alam-eksotis-hingga-kawasan-adat
Pantai Enu,"Pantai Enu, Tibo, Sindue Tombusabora, Donggala Regency, Central Sulawesi 94353, Indonesia",Kabupaten Donggala,Sulawesi Tengah,0.0,Gratis,https://newsmaker.tribunnews.com/2025/04/12/cuma-39-menit-dari-donggala-sulteng-ada-wisata-pantai-view-laut-gunung-sunset-tiket-rp-5-ribu
Lereng CInta,"X57J+W9M, Jl. Andi Bintang, Mawa, Kec. Sendana, Kota Palopo, Sulawesi Selatan 91921, Indonesia",Kota Palopo,Sulawesi Selatan,5000.0,Murah,https://travel.detik.com/domestic-destination/d-3788991/libur-akhir-tahun-ke-sulawesi-selatan-mampir-ke-sini-ya
Alun-Alun Pantai Seruni,"FW2W+767, Jl. Seruni, Pallantikang, Kabupaten Bantaeng, Sulawesi Selatan, Indonesia",Kabupaten Bantaeng,Sulawesi Selatan,0.0,Gratis,https://travelspromo.com/htm-wisata/tribun-pantai-seruni-bantaeng/
Air Terjun Depa',"MP62+Q8, Bontomanai, Kec. Bungaya, Kabupaten Gowa, Sulawesi Selatan, Indonesia",Kabupaten Gowa,Sulawesi Selatan,20000.0,Mahal,https://www.detik.com/sulsel/wisata/d-7652057/ada-wisata-baru-di-gowa-yuk-intip-lokasi-dan-wahana-menariknya
Buntu Gallang,"GVRW+2G3, Eran Batu, Kec. Buntu Batu, Kabupaten Enrekang, Sulawesi Selatan 91753, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,13000.0,Sedang,https://travel.tribunnews.com/2025/02/03/dante-pine-tempat-wisata-murah-meriah-di-kabupaten-enrekang-sulawesi-selatan
Telaga Biru Ere Merasa,"F8XV+P5R, Benjala, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,5000.0,Murah,https://www.tagar.id/telaga-biru-ere-manerang-surga-kecil-di-bulukumba
Pantai Membuku,"Pantai Membuku, Sulawesi Tenggara, Indonesia",Kabupaten Muna,Sulawesi Tenggara,0.0,Gratis,https://sultra.tribunnews.com/2024/05/11/pesona-pantai-membuku-di-desa-wisata-kadacua-buton-utara-sulawesi-tenggara-serupa-pantai-kuta-bali
Pantai Salokaili,"C8MG+9HF, Dusun salokaili, Baras, Kec. Baras, Kab. Pasangkayu, Sulawesi Barat 91572, Indonesia",Kabupaten Konawe,Sulawesi Tenggara,5000.0,Murah,https://idfirms.com/sulawesi-barat/pantai-salokaili-372229
Taman Kota Sengkang Kabupaten Wajo,"V27H+W8G, Jl. Sungai Walanae, Maricaya Baru, Kec. Makassar, Kota Makassar, Sulawesi Selatan, Indonesia",Kota Makassar,Sulawesi Selatan,-,-,-
Taman Gazebo Pangkep,"5H62+G93, Padoang Doangan, Kec. Pangkajene, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90614, Indonesia",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,40000,Mahal,https://travel.detik.com/travel-news/d-6276298/maros-pangkep-masuk-unesco-global-geopark-tempat-yang-memang-istimewa
Kampung Kreasi Lowita,"Jl. Poros Ujung Lero, Wiringtasi, Kabupaten Pinrang",Kabupaten Pinrang,Sulawesi Selatan,10000.0,Sedang,https://jadesta.kemenpar.go.id/atraksi/kampung_kreasi_lowita
Pantai Tumpaan Sawangan,"Pantai Tumpaan Sawangan, Unnamed Road, Ranowangko II, Kecamatan Kombi, Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,5000.0,Murah,https://atourin.com/destination/minahasa/pantai-tanjung-tumpaan
Pariwisata Riverside Dinamunen,"Jl. Tol Manado - Bitung, Rap-Rap, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",Kabupaten Minahasa Utara,Sulawesi Utara,29000.0,Mahal,https://travel.tribunnews.com/2025/08/22/liburan-ke-air-terjun-tunan-wisata-hidden-gem-di-minahasa-utara-sulawesi-utara
Morowali Sampoddo,"X62F+GVX, Sampoddo, Kec. Wara Sel., Kota Palopo, Sulawesi Selatan 91959, Indonesia",Kota Palopo,Sulawesi Selatan,0.0,Gratis,-
Permandian Zahara Wisata Papandangan,"J9R2+WG, Papandangan, Kec. Anreapi, Kabupaten Polewali Mandar, Sulawesi Barat, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,3000.0,Murah,https://jambi.tribunnews.com/2018/06/09/tempat-wisata-baru-di-tebo-permandian-air-panas-sungai-bengkal-ini-harga-tiket-masuk
Batu Miana,"Unnamed Road, X6G7+FWH, Tumbu, Kec. Topoyo, Kabupaten Mamuju Tengah, Sulawesi Barat 91563, Indonesia",Kabupaten Mamuju Tengah,Sulawesi Barat,10000.0,Sedang,https://www.tribunnews.com/travel/2019/09/02/mulai-september-tiket-masuk-candi-prambanan-dan-borobudur-naik
Buyu Balease,"Buyu Balease, Uraso, Kec. Mappedeceng, Kabupaten Luwu Utara, Sulawesi Selatan, Indonesia",Kabupaten Luwu Utara,Sulawesi Selatan,0.0,Gratis,https://www.detik.com/sulsel/wisata/d-6908956/19-rekomendasi-tempat-wisata-di-luwu-utara-yang-menarik-dikunjungi
Gunung Empung,"Gn. Empung, Agotey, Kec. Mandolang, Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,20000.0,Mahal,https://manado.tribunnews.com/2024/05/26/7-tempat-wisata-alam-di-kabupaten-minahasa-sulawesi-utara-ada-yang-pernah-viral?page=all
Bukit Rongi,"FQF2+HQG, Sandang Pangan, Kec. Sampolawa, Kabupaten Buton, Sulawesi Tenggara 93753, Indonesia",Kabupaten Buton,Sulawesi Tenggara,10000.0,Sedang,https://kataomed.com/jadwal-kapal/jadwal-kapal-pelni-km-lambelu
Bendungan Ponre Ponre,"4XQQ+28F, Ponre-Ponre, Kec. Libureng, Kabupaten Bone, Sulawesi Selatan 92766, Indonesia",Kabupaten Bone,Sulawesi Selatan,10000.0,Sedang,https://travel.tribunnews.com/2025/09/17/5-tempat-wisata-di-kabupaten-bone-sulawesi-selatan-untuk-liburan-keluarga
Pantai Teletabis,"485R+8H3, Boyonpante, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,5000.0,Murah,https://www.celebes.co/pantai-teletabis-minahasa
Museum Buntu Kalando,"RW.lobe, Tongko Sarapung, Sangalla, Tana Toraja Regency, South Sulawesi 91881, Indonesia",Kabupaten Tana Toraja,Sulawesi Selatan,5000.0,Murah,https://money.kompas.com/read/2022/06/06/135234526/agar-tak-salah-paham-soal-htm-candi-borobudur-tiket-masuk-masih-rp-50000-tiket
Pantai Raha Morowali,"MRGM+PM5, Jl. Poros Mendui, Larobenu, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah 94976, Indonesia",Kabupaten Morowali,Sulawesi Tengah,10000.0,Sedang,https://keluyuran.com/tempat-wisata-di-morowali/
Air Terjun Saliu,"VR68+68H, Bonto Somba, Kec. Tompobulu, Kabupaten Maros, Sulawesi Selatan 90561, Indonesia",Kabupaten Maros,Sulawesi Selatan,5000.0,Murah,https://superapps.kompas.com/read/4282708/6-tempat-wisata-di-maros-sulawesi-selatan-ada-taman-nasional-yang-disebut-kerajaan-kupu-kupu
Siuri beach,"Jl. Tonusu-Meko, Toinasa, Danau, Kabupaten Poso, Sulawesi Tengah, Indonesia",Kabupaten Poso,Sulawesi Tengah,10000.0,Sedang,https://www.visitsulteng.id/destinasi/kabupaten-poso/pantai-siuri-poso
Rental Mobil Gorontalo Talani,"Jalan Sultan Botutihe No.62, sumur bor",Kota Gorontalo,Gorontalo,-,-,-
Air Terjun Sarambu Bittuang,"3M23+C5P, Patongloan, Kec. Bittuang, Kabupaten Tana Toraja, Sulawesi Selatan 91856, Indonesia",Kabupaten Tana Toraja,Sulawesi Selatan,10000.0,Sedang,https://wisata.app/diary/56097
Puncak Lestari,"P28C+W26, Unnamed Desa, Tapaluluo, Kec. Telaga Biru, Kabupaten Gorontalo, Gorontalo 96181, Indonesia",Kabupaten Gorontalo,Gorontalo,0.0,Gratis,https://www.hulondalo.id/nasional/pr-9647168066/puncak-lestari-tapaluluo-gorontalo-nikmati-matahari-terbit-terbenam-diketinggian-600-mdpl
Wisata Kelapa Muda Sabda Alam,"CW72+F4W, Jl. Poros Jeneponto Bantaeng, Tino, Kec. Tarowang, Kabupaten Jeneponto, Sulawesi Selatan, Indonesia",Kabupaten Jeneponto,Sulawesi Selatan,1000.0,Murah,https://travel.detik.com/travel-news/d-7362657/bule-batal-masuk-twa-bantimurung-keberatan-tiket-mahal
Boulevard Pantai Kambiow,"5HQG+8H4, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,5000.0,Murah,https://travel.tribunnews.com/2025/02/05/healing-ke-pantai-lakban-di-minahasa-tenggara-sulawesi-utara-tiket-masuk-cuma-rp-5-ribu
Wisata Istana Karst Ujung Bulu,"Unnamed Road, 3HQX+2FJ, Bontonlempangan, Bontoa, Maros Regency, South Sulawesi 90554, Indonesia",Kabupaten Maros,Sulawesi Selatan,2000.0,Murah,https://superapps.kompas.com/read/2927601/travel-update-jelajah-wisata-karst-tempat-wisata-di-maros-untuk-liburan-akhir-pekan
Jl taman gunung tumpa,"HR7H+QM7, Tongkeina, Kec. Bunaken, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,10000.0,Sedang,https://abertarental.com/destinasi/rental-mobil-suv-manado-temukan-destinasi-wisata-hidden-gem/
Tempat Ziarah Bukit Pena',"X8PF+RXF, Sepakuan, Kec. Balla, Kabupaten Mamasa, Sulawesi Barat 91366, Indonesia",Kabupaten Mamasa,Sulawesi Barat,-,-,-
